Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",description
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470502,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470796,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/25/2019,WDD2221591A470796,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A383190,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A383190,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A383190,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A383190,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A417333,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A417333,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A417333,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A417333,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A470497,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A470497,no,yes,AV System,Street,The system disengaged because the driver seat belt not being properly fastened. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A470500,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A470500,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A470500,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"Mercedes-Benz Research & Development North America, Inc.",AVT002,11/26/2019,WDD2221591A470500,no,yes,AV System,Street,System generation of vehicle trajectory took longer than expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
